pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,count,pfx_z_inches,pfx_x_inches,pitch_group,launch_angle_group
Sinker,2024-07-12,97.1,1.75,6.07,"Skubal, Tarik",606192,669373,,called_strike,,,,,4.0,"Teoscar Hernández grounds out sharply, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,R,L,DET,LAD,S,,,1,1,2024,1.2,1.05,-0.79,2.64,,,,2,6,Top,,,,,668670,,,-9.52145427222109,-141.06249369684522,-6.0459942723837,18.130746808830423,31.844696121691765,-16.944316563532762,3.5,1.66,,,,97.1,2161.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.15,,,,,,,,46,3,3,2,2,3,2,3,2,3,Standard,Standard,143.0,0.0,-0.025,,,1-1,12.600000000000001,-14.399999999999999,Fastballs,Other
Four-Seam,2024-07-12,98.6,1.64,6.11,"Skubal, Tarik",606192,669373,,ball,,,,,12.0,"Teoscar Hernández grounds out sharply, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,R,L,DET,LAD,B,,,0,1,2024,0.48,1.38,1.64,4.14,,,,2,6,Top,,,,,668670,,,-1.111535638183742,-143.70432488208746,-3.153357318456152,6.967953447988483,32.993348809996355,-12.478304307962942,3.45,1.58,,,,98.8,2275.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.18,,,,,,,,46,2,3,2,2,3,2,3,2,3,Strategic,Standard,147.0,0.0,0.011,,,0-1,16.56,-5.76,Fastballs,Other
Changeup,2024-07-12,85.9,1.53,6.12,"Skubal, Tarik",606192,669373,,foul,,,,,3.0,"Teoscar Hernández grounds out sharply, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,R,L,DET,LAD,S,,,0,0,2024,1.13,0.49,0.6,3.29,,,,2,6,Top,,,,,668670,,,-4.4951902721574495,-125.03688062757637,-1.4547982703595657,12.77345267840352,24.835847481089758,-26.908149486105827,3.59,1.73,128.0,77.2,77.0,85.9,1656.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.28,,,,,,,,46,1,3,2,2,3,2,3,2,3,Strategic,Standard,131.0,0.0,-0.016,70.1652,7.81315,0-0,5.88,-13.559999999999999,Offspeed balls,Under
Slider,2024-07-12,86.6,1.89,6.02,"Skubal, Tarik",518692,669373,field_out,hit_into_play,,,,,4.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,X,4.0,ground_ball,2,2,2024,-0.23,0.37,-0.64,2.88,,,,1,6,Top,143.14,152.93,,,668670,,,-5.595285635474041,-126.06596761037363,-2.070918417564307,-1.337979640755699,24.947807627138328,-28.05431576067736,3.66,1.82,14.0,89.7,-10.0,86.9,2035.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.11,0.154,0.146,0.0,1.0,0.0,0.0,Topped,45,8,3,2,2,3,2,3,2,3,Infield shade,Standard,159.0,0.026,-0.142,65.37169,6.80687,2-2,4.4399999999999995,2.7600000000000002,Breaking balls,Topped
Slider,2024-07-12,88.9,1.98,5.91,"Skubal, Tarik",518692,669373,,ball,,,,,13.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,B,,,1,2,2024,-0.03,0.6,-0.61,-0.09,,,,1,6,Top,,,,,668670,,,-6.2986363791829545,-129.0248941686633,-9.956736083007858,0.9018769245442064,25.51177896095343,-23.57604191736505,3.66,1.73,,,,89.3,1984.0,6.6,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,53.94,,,,,,,,45,7,3,2,2,3,2,3,2,3,Infield shade,Strategic,142.0,0.0,0.027,,,1-2,7.199999999999999,0.36,Breaking balls,Other
Four-Seam,2024-07-12,99.0,1.54,6.15,"Skubal, Tarik",518692,669373,,foul,,,,,2.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,S,,,1,2,2024,0.68,1.19,0.19,3.34,,,,1,6,Top,,,,,668670,,,-5.258066610904465,-144.07567431884314,-5.04909104208621,10.609445756818095,32.46862239434007,-14.588636991478714,3.66,1.82,257.0,78.9,40.0,99.1,2266.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.2,,,,,,,,45,6,3,2,2,3,2,3,2,3,Infield shade,Strategic,144.0,0.0,0.0,67.54859,5.84746,1-2,14.28,-8.16,Fastballs,Under
Sinker,2024-07-12,96.7,1.84,5.98,"Skubal, Tarik",518692,669373,,foul,,,,,12.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,S,,,1,2,2024,1.32,0.91,1.31,3.18,,,,1,6,Top,,,,,668670,,,-4.412299753264323,-140.73317814264652,-3.966035545473062,18.541232577013204,33.56172664994088,-19.375921290167003,3.66,1.82,,,,96.5,2127.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.2,,,,,,,,45,5,3,2,2,3,2,3,2,3,Infield shade,Strategic,141.0,0.0,0.0,65.49957,5.43441,1-2,10.92,-15.84,Fastballs,Other
Sinker,2024-07-12,97.1,1.7,6.05,"Skubal, Tarik",518692,669373,,ball,,,,,14.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,B,,,0,2,2024,1.33,0.86,1.52,1.57,,,,1,6,Top,,,,,668670,,,-3.5054688750788774,-141.24004876816022,-8.432847413797669,18.57662429086141,32.1577168686641,-18.987922130984664,3.65,1.73,,,,97.2,2198.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.13,,,,,,,,45,4,3,2,2,3,2,3,2,3,Infield shade,Strategic,148.0,0.0,0.013,,,0-2,10.32,-15.96,Fastballs,Other
Sinker,2024-07-12,98.7,1.57,6.04,"Skubal, Tarik",518692,669373,,foul,,,,,4.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,S,,,0,2,2024,1.34,0.93,-0.75,2.91,,,,1,6,Top,,,,,668670,,,-9.40707987095115,-143.33823204830847,-5.194841247920917,20.61027853561557,33.886657691168175,-18.34482708819752,3.66,1.82,201.0,95.9,9.0,98.5,2207.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.15,,,,,,,,45,3,3,2,2,3,2,3,2,3,Infield shade,Strategic,142.0,0.0,0.0,60.31686,6.16621,0-2,11.16,-16.080000000000002,Fastballs,Sweet Spot
Sinker,2024-07-12,96.7,1.51,6.11,"Skubal, Tarik",518692,669373,,called_strike,,,,,8.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,S,,,0,1,2024,1.18,1.15,-0.09,2.36,,,,1,6,Top,,,,,668670,,,-6.953093556484581,-140.59868987318805,-7.063526409564117,17.237551754475355,32.064457250128775,-15.532510959363792,3.66,1.77,,,,96.7,2128.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.15,,,,,,,,45,2,3,2,2,3,2,3,2,3,Infield shade,Strategic,144.0,0.0,-0.036,,,0-1,13.799999999999999,-14.16,Fastballs,Other
Sinker,2024-07-12,97.5,1.79,6.09,"Skubal, Tarik",518692,669373,,called_strike,,,,,2.0,"Freddie Freeman grounds out, second baseman Andy Ibáñez to first baseman Gio Urshela.",R,L,L,DET,LAD,S,,,0,0,2024,1.21,1.01,-0.19,3.41,,,,1,6,Top,,,,,668670,,,-8.092586993261053,-141.67165014405765,-4.005331194550477,18.23321497796445,33.53814475064143,-17.79502702609805,3.66,1.82,,,,97.1,2160.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.28,,,,,,,,45,1,3,2,2,3,2,3,2,3,Infield shade,Strategic,149.0,0.0,-0.023,,,0-0,12.120000000000001,-14.52,Fastballs,Other
Four-Seam,2024-07-12,98.2,1.69,6.11,"Skubal, Tarik",669257,669373,strikeout,called_strike,,,,,5.0,Will Smith called out on strikes.,R,R,L,DET,LAD,S,2.0,,1,2,2024,0.29,1.48,0.02,2.14,,,,0,6,Top,,,,,668670,,,-5.200663854420543,-142.69513696395364,-8.645081775893955,5.263529268119094,34.88965089266684,-10.186530936086294,3.17,1.28,,,,98.0,2328.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.12,,0.0,0.0,1.0,0.0,0.0,,44,4,3,2,2,3,2,3,2,3,Standard,Standard,146.0,0.036,-0.167,,,1-2,17.759999999999998,-3.4799999999999995,Fastballs,Other
Changeup,2024-07-12,85.0,1.92,5.97,"Skubal, Tarik",669257,669373,,swinging_strike,,,,,14.0,Will Smith called out on strikes.,R,R,L,DET,LAD,S,,,1,1,2024,1.31,0.27,0.12,0.96,,,,0,6,Top,,,,,668670,,,-6.811398733001821,-123.57753474218217,-5.914621196594933,14.777887022705553,25.31761419710408,-28.418420666418413,3.27,1.57,,,,84.7,1686.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.3,,,,,,,,44,3,3,2,2,3,2,3,2,3,Standard,Standard,131.0,0.0,-0.05,66.05985,8.5204,1-1,3.24,-15.72,Offspeed balls,Other
Knuckle Curve,2024-07-12,76.4,1.66,6.14,"Skubal, Tarik",669257,669373,,ball,,,,,12.0,Will Smith called out on strikes.,R,R,L,DET,LAD,B,,,0,1,2024,-0.61,-0.6,1.05,3.97,,,,0,6,Top,,,,,668670,,,-0.1876501037341902,-111.28471700255152,3.5186745524796086,-5.013494760866501,19.239756834766798,-38.026823117554336,3.09,1.33,,,,76.5,2281.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.25,,,,,,,,44,2,3,2,2,3,2,3,2,3,Standard,Standard,310.0,0.0,0.023,,,0-1,-7.199999999999999,7.32,Breaking balls,Other
Four-Seam,2024-07-12,96.6,1.59,6.19,"Skubal, Tarik",669257,669373,,called_strike,,,,,3.0,Will Smith called out on strikes.,R,R,L,DET,LAD,S,,,0,0,2024,0.54,1.23,0.54,3.38,,,,0,6,Top,,,,,668670,,,-4.0219117627925325,-140.57724907413754,-4.704655891063529,8.137521054883825,31.859859662731843,-15.030052277994988,3.36,1.44,,,,96.6,2158.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.21,,,,,,,,44,1,3,2,2,3,2,3,2,3,Standard,Standard,150.0,0.0,-0.033,,,0-0,14.76,-6.48,Fastballs,Other
Sinker,2024-07-12,96.6,1.66,6.09,"Skubal, Tarik",660271,669373,field_out,hit_into_play,,,,,9.0,Shohei Ohtani flies out to left fielder Justyn-Henry Malloy.,R,L,L,DET,LAD,X,7.0,fly_ball,1,1,2024,1.16,1.14,0.68,2.2,,,,2,5,Top,46.12,100.57,,,668670,,,-5.262457930340059,-140.56843675706034,-7.435927021336255,16.550270708404472,30.551865847254884,-15.523360201450384,3.49,1.63,314.0,95.4,26.0,96.8,2089.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.16,0.2,0.28,0.0,1.0,0.0,0.0,Solid Contact,40,3,3,2,2,3,2,3,2,3,Infield shade,Strategic,149.0,0.014,-0.094,77.21619,7.16885,1-1,13.68,-13.919999999999998,Fastballs,Sweet Spot
Sinker,2024-07-12,96.3,1.72,6.05,"Skubal, Tarik",660271,669373,,foul,,,,,2.0,Shohei Ohtani flies out to left fielder Justyn-Henry Malloy.,R,L,L,DET,LAD,S,,,1,0,2024,1.09,1.03,-0.17,3.25,,,,2,5,Top,,,,,668670,,,-7.466444623659834,-140.12934973694246,-4.240533351190178,16.004774717594092,30.29621028250461,-17.783549396220838,3.49,1.63,190.0,79.4,17.0,96.4,2053.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.24,,,,,,,,40,2,3,2,2,3,2,3,2,3,Infield shade,Strategic,149.0,0.0,-0.02,75.77294,7.13456,1-0,12.36,-13.080000000000002,Fastballs,Sweet Spot
Slider,2024-07-12,88.1,1.91,6.01,"Skubal, Tarik",660271,669373,,ball,,,,,13.0,Shohei Ohtani flies out to left fielder Justyn-Henry Malloy.,R,L,L,DET,LAD,B,,,0,0,2024,0.01,0.55,-1.37,2.24,,,,2,5,Top,,,,,668670,,,-8.000713370318524,-128.15316750523934,-4.26022837657629,1.5448872886195522,23.11905596881144,-25.42577780880763,3.42,1.46,,,,88.7,2068.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.09,,,,,,,,40,1,3,2,2,3,2,3,2,3,Infield shade,Strategic,157.0,0.0,0.015,,,0-0,6.6000000000000005,-0.12,Breaking balls,Other
Four-Seam,2024-07-12,97.5,1.48,6.27,"Skubal, Tarik",571771,669373,strikeout,called_strike,,,,,3.0,Enrique Hernández called out on strikes.,R,R,L,DET,LAD,S,2.0,,1,2,2024,0.43,1.46,0.75,2.96,,,,1,5,Top,,,,,668670,,,-2.9506542449869,-141.84831016110016,-6.708206504319565,6.541668336461072,34.050762625211966,-11.109189939161208,3.29,1.55,,,,97.1,2164.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.29,,0.0,0.0,1.0,0.0,0.0,,39,5,3,2,2,3,2,3,2,3,Standard,Standard,150.0,0.023,-0.115,,,1-2,17.52,-5.16,Fastballs,Other
Sinker,2024-07-12,97.9,1.77,6.08,"Skubal, Tarik",571771,669373,,foul,,,,,2.0,Enrique Hernández called out on strikes.,R,R,L,DET,LAD,S,,,1,2,2024,1.37,0.87,-0.14,3.21,,,,1,5,Top,,,,,668670,,,-8.289039582373327,-142.24554347197122,-4.232190467350261,20.53393138855761,33.615813840544604,-19.5702135356524,3.29,1.63,266.0,78.8,35.0,97.5,2117.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.27,,,,,,,,39,4,3,2,2,3,2,3,2,3,Standard,Standard,144.0,0.0,0.0,62.71587,6.0474,1-2,10.44,-16.44,Fastballs,Flare
Four-Seam,2024-07-12,97.4,1.46,6.21,"Skubal, Tarik",571771,669373,,ball,,,,,11.0,Enrique Hernández called out on strikes.,R,R,L,DET,LAD,B,,,0,2,2024,0.28,1.45,-0.97,4.77,,,,1,5,Top,,,,,668670,,,-7.1468335768707325,-141.7155791403066,-1.6649194484587957,5.369487711883626,33.00685880043173,-12.461017779255322,3.28,1.62,,,,97.3,2206.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.22,,,,,,,,39,3,3,2,2,3,2,3,2,3,Standard,Standard,149.0,0.0,0.013,,,0-2,17.4,-3.3600000000000003,Fastballs,Other
Changeup,2024-07-12,85.7,1.72,6.06,"Skubal, Tarik",571771,669373,,foul,,,,,8.0,Enrique Hernández called out on strikes.,R,R,L,DET,LAD,S,,,0,1,2024,1.33,0.69,0.14,2.06,,,,1,5,Top,,,,,668670,,,-6.406029338730403,-124.54152757423822,-4.501487854935988,15.146612088088512,27.208670272331563,-24.310674512547124,3.29,1.63,235.0,82.2,53.0,85.2,1664.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.24,,,,,,,,39,2,3,2,2,3,2,3,2,3,Standard,Standard,123.0,0.0,-0.036,72.37666,7.33905,0-1,8.28,-15.96,Offspeed balls,Under
Changeup,2024-07-12,84.2,1.7,6.11,"Skubal, Tarik",571771,669373,,called_strike,,,,,3.0,Enrique Hernández called out on strikes.,R,R,L,DET,LAD,S,,,0,0,2024,1.27,0.75,0.67,2.87,,,,1,5,Top,,,,,668670,,,-4.9225646518510695,-122.42082971717063,-2.5159366809534998,13.77739796383549,28.095732049932117,-24.402109913996032,3.29,1.6,,,,83.5,1550.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.23,,,,,,,,39,1,3,2,2,3,2,3,2,3,Standard,Standard,128.0,0.0,-0.023,,,0-0,9.0,-15.24,Offspeed balls,Other
Sinker,2024-07-12,96.2,1.56,6.11,"Skubal, Tarik",678246,669373,field_out,hit_into_play,,,,,7.0,"Miguel Vargas grounds out, shortstop Javier Báez to first baseman Gio Urshela.",R,R,L,DET,LAD,X,6.0,ground_ball,1,2,2024,1.16,0.81,-0.65,2.17,,,,0,5,Top,111.67,154.46,,,668670,,,-8.461124541192316,-139.83610849405392,-6.727812052404611,17.093590157024657,29.85321346999987,-20.163437785726984,3.41,1.66,14.0,85.5,-8.0,96.2,2102.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.27,0.131,0.139,0.0,1.0,0.0,0.0,Topped,38,4,3,2,2,3,2,3,2,3,Standard,Standard,147.0,0.032,-0.167,68.37359,6.95651,1-2,9.72,-13.919999999999998,Fastballs,Topped
Changeup,2024-07-12,83.3,1.65,6.01,"Skubal, Tarik",678246,669373,,foul,,,,,13.0,"Miguel Vargas grounds out, shortstop Javier Báez to first baseman Gio Urshela.",R,R,L,DET,LAD,S,,,1,1,2024,0.83,0.39,-0.91,1.45,,,,0,5,Top,,,,,668670,,,-7.504863610643865,-120.97796057930928,-4.671652432133828,9.767904477466974,26.54283128844587,-27.539660696674023,3.41,1.66,5.0,82.3,-16.0,82.7,1477.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.23,,,,,,,,38,3,3,2,2,3,2,3,2,3,Standard,Standard,129.0,0.0,-0.05,76.24732,8.38255,1-1,4.68,-9.959999999999999,Offspeed balls,Topped
Knuckle Curve,2024-07-12,76.5,1.6,6.1,"Skubal, Tarik",678246,669373,,ball,,,,,12.0,"Miguel Vargas grounds out, shortstop Javier Báez to first baseman Gio Urshela.",R,R,L,DET,LAD,B,,,0,1,2024,-0.67,-0.86,0.22,3.53,,,,0,5,Top,,,,,668670,,,-1.7082022124292362,-111.38967033357744,3.1630681625215376,-5.259543038890837,20.44499602123924,-40.110350929173286,3.25,1.5,,,,76.6,2242.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.16,,,,,,,,38,2,3,2,2,3,2,3,2,3,Standard,Standard,319.0,0.0,0.023,,,0-1,-10.32,8.040000000000001,Breaking balls,Other
Four-Seam,2024-07-12,95.2,1.43,6.13,"Skubal, Tarik",678246,669373,,called_strike,,,,,9.0,"Miguel Vargas grounds out, shortstop Javier Báez to first baseman Gio Urshela.",R,R,L,DET,LAD,S,,,0,0,2024,0.59,1.36,0.39,1.93,,,,0,5,Top,,,,,668670,,,-4.064701913951956,-138.44312076847024,-8.403371756019457,8.572715706530197,32.170272132182056,-13.027840003144256,3.41,1.52,,,,95.0,2108.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.22,,,,,,,,38,1,3,2,2,3,2,3,2,3,Standard,Standard,148.0,0.0,-0.033,,,0-0,16.32,-7.08,Fastballs,Other
Slider,2024-07-12,88.4,2.0,5.97,"Skubal, Tarik",621035,669373,force_out,hit_into_play,,,,,9.0,"Chris Taylor grounds into a force out, shortstop Javier Báez to second baseman Andy Ibáñez.   Andy Pages out at 2nd.",R,R,L,DET,LAD,X,6.0,ground_ball,3,1,2024,-0.09,0.79,0.7,2.13,,,681624.0,2,4,Top,113.26,137.5,,,668670,,,-2.983762007018022,-128.68617172664483,-4.967492522074705,-0.4228235975301457,25.252734421721325,-22.55976664975036,3.62,1.73,109.0,78.1,8.0,88.8,1989.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.12,0.329,0.314,0.0,1.0,0.0,0.0,Topped,32,5,3,2,2,3,2,3,2,3,Standard,Strategic,143.0,0.029,-0.325,67.23701,7.51213,3-1,9.48,1.08,Breaking balls,Sweet Spot
Sinker,2024-07-12,95.7,1.97,6.09,"Skubal, Tarik",621035,669373,,ball,,,,,2.0,"Chris Taylor grounds into a force out, shortstop Javier Báez to second baseman Andy Ibáñez.   Andy Pages out at 2nd.",R,R,L,DET,LAD,B,,,2,1,2024,1.14,0.9,-0.19,3.65,,,681624.0,2,4,Top,,,,,668670,,,-8.253632948838472,-139.0880573251709,-2.833114628774215,16.71566788412101,31.484573453928935,-20.078872013353173,3.54,1.61,,,,95.5,2127.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.24,,,,,,,,32,4,3,2,2,3,2,3,2,3,Standard,Strategic,147.0,0.0,0.066,,,2-1,10.8,-13.68,Fastballs,Other
Changeup,2024-07-12,85.1,1.51,6.13,"Skubal, Tarik",621035,669373,,blocked_ball,,,,,13.0,"Chris Taylor grounds into a force out, shortstop Javier Báez to second baseman Andy Ibáñez.   Andy Pages out at 2nd.",R,R,L,DET,LAD,B,,,1,1,2024,1.23,0.55,-0.59,0.79,,,681624.0,2,4,Top,,,,,668670,,,-7.376757996861557,-123.52114681192172,-7.241464133541826,14.09342305429896,27.22859078992293,-25.12834216812868,3.59,1.57,,,,84.7,1496.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.12,,,,,,,,32,3,3,2,2,3,2,3,2,3,Standard,Strategic,136.0,0.0,0.043,,,1-1,6.6000000000000005,-14.76,Offspeed balls,Other
Changeup,2024-07-12,84.7,1.63,6.18,"Skubal, Tarik",621035,669373,,swinging_strike,,,,,9.0,"Chris Taylor grounds into a force out, shortstop Javier Báez to second baseman Andy Ibáñez.   Andy Pages out at 2nd.",R,R,L,DET,LAD,S,,,1,0,2024,1.24,0.63,0.5,2.17,,,681624.0,2,4,Top,,,,,668670,,,-5.121706343506239,-123.22533904936284,-4.204670467703117,13.651471337694051,27.00118880076452,-25.14345593476955,3.62,1.73,,,,84.2,1565.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.29,,,,,,,,32,2,3,2,2,3,2,3,2,3,Standard,Strategic,124.0,0.0,-0.04,73.1743,8.10703,1-0,7.5600000000000005,-14.879999999999999,Offspeed balls,Other
Four-Seam,2024-07-12,94.9,1.76,6.19,"Skubal, Tarik",621035,669373,,ball,,,,,12.0,"Chris Taylor grounds into a force out, shortstop Javier Báez to second baseman Andy Ibáñez.   Andy Pages out at 2nd.",R,R,L,DET,LAD,B,,,0,0,2024,0.6,1.56,0.32,3.78,,,681624.0,2,4,Top,,,,,668670,,,-5.110404634538612,-138.05621165798837,-4.081741097511588,8.861151882636058,33.927843630656604,-11.594306037450888,3.53,1.65,,,,94.5,2224.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.18,,,,,,,,32,1,3,2,2,3,2,3,2,3,Standard,Strategic,148.0,0.0,0.028,,,0-0,18.72,-7.199999999999999,Fastballs,Other
Four-Seam,2024-07-12,96.6,1.48,6.11,"Skubal, Tarik",681624,669373,single,hit_into_play,,,,,13.0,Andy Pages singles on a line drive to right fielder Ryan Vilade.   Teoscar Hernández scores.,R,R,L,DET,LAD,X,9.0,line_drive,1,1,2024,0.41,1.32,-0.62,1.52,,606192.0,,2,4,Top,158.85,98.94,,,668670,,,-6.522313238302796,-140.23977759710917,-9.640244586513727,6.852658211809706,32.664165173275485,-12.709954276247908,3.58,1.71,224.0,97.6,13.0,96.5,2333.0,6.5,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.04,0.937,0.899,0.9,1.0,1.0,0.0,Flare/Burner,31,3,3,1,1,3,2,3,2,3,Standard,Standard,153.0,-0.097,0.779,75.16622,7.93686,1-1,15.84,-4.92,Fastballs,Sweet Spot
Slider,2024-07-12,89.6,2.26,6.01,"Skubal, Tarik",681624,669373,,ball,,,,,12.0,Andy Pages singles on a line drive to right fielder Ryan Vilade.   Teoscar Hernández scores.,R,R,L,DET,LAD,B,,,0,1,2024,-0.04,0.56,1.85,3.56,,606192.0,,2,4,Top,,,,,668670,,,-0.9487327391917664,-130.54926831316288,-1.313960851657975,-0.26616272655103,25.549887190156618,-25.640645366046037,3.58,1.6,,,,89.8,2095.0,6.2,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.31,,,,,,,,31,2,3,1,1,3,1,3,1,3,Standard,Standard,160.0,0.0,0.013,,,0-1,6.720000000000001,0.48,Breaking balls,Other
Slider,2024-07-12,88.7,2.2,5.96,"Skubal, Tarik",681624,669373,,swinging_strike,,,,,14.0,Andy Pages singles on a line drive to right fielder Ryan Vilade.   Teoscar Hernández scores.,R,R,L,DET,LAD,S,,,0,0,2024,-0.05,0.54,0.86,2.54,,606192.0,,2,4,Top,,,,,668670,,,-3.1886124614180256,-129.18393887227168,-3.4853177843060323,0.0363017689632359,25.435400878140456,-25.56632171846471,3.58,1.71,,,,89.0,2077.0,6.3,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.19,,,,,,,,31,1,3,1,1,3,1,3,1,3,Standard,Standard,156.0,0.0,-0.044,71.52501,7.28762,0-0,6.48,0.6000000000000001,Breaking balls,Other
Changeup,2024-07-12,86.3,1.74,5.96,"Skubal, Tarik",500743,669373,field_out,hit_into_play,,,,,14.0,"Miguel Rojas grounds out sharply, pitcher Tarik Skubal to first baseman Gio Urshela.   Teoscar Hernández to 2nd.",R,R,L,DET,LAD,X,1.0,ground_ball,0,2,2024,1.38,0.28,0.9,1.76,,,606192.0,1,4,Top,127.91,181.42,,,668670,,,-4.822881988027678,-125.61852679935284,-4.406464657497286,15.59657736812604,22.83041607869453,-28.6053147186004,3.29,1.65,4.0,102.3,-24.0,86.8,1620.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.14,0.129,0.112,0.0,1.0,0.0,0.0,Topped,30,3,3,1,1,3,1,3,1,3,Standard,Standard,118.0,0.023,-0.262,,,0-2,3.3600000000000003,-16.56,Offspeed balls,Topped
Sinker,2024-07-12,97.6,1.55,6.13,"Skubal, Tarik",500743,669373,,called_strike,,,,,4.0,"Miguel Rojas grounds out sharply, pitcher Tarik Skubal to first baseman Gio Urshela.   Teoscar Hernández to 2nd.",R,R,L,DET,LAD,S,,,0,1,2024,1.07,1.11,-0.8,2.63,,,606192.0,1,4,Top,,,,,668670,,,-8.794897782044142,-141.9281331285246,-6.553737126521327,16.33991149272688,27.8666741602228,-15.774237549975195,3.19,1.53,,,,98.4,2111.0,6.4,746450,669373,668670,570482,628451,663837,595879,669234,682985,668723,54.06,,,,,,,,30,2,3,1,1,3,1,3,1,3,Standard,Standard,159.0,0.0,-0.06,,,0-1,13.32,-12.84,Fastballs,Other
