pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
CU,2024-07-27,79.8,-1.26,6.08,"Schwarber, Kyle",656941,471911,,foul,,,,,6.0,Kyle Schwarber pops out to third baseman José Ramírez in foul territory.,R,L,R,PHI,CLE,S,,,1,1,2024,0.73,-0.09,0.32,2.13,,,,0,1,Bot,,,,,595978,,,2.0990674538194862,-116.25075078378684,-1.843102731491831,6.299346549380804,20.43875518295543,-32.861074574097906,3.31,1.5,7.0,92.4,-19.0,80.4,2513.0,6.5,745553,471911,595978,678877,665926,608070,682177,680757,682657,686823,53.99,,,,,,,,4,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Strategic,58.0,0.0,-0.05,80.01825,8.40648
FS,2024-07-27,84.8,-3.05,4.68,"Schwarber, Kyle",656941,680704,,called_strike,,,,,5.0,Kyle Schwarber homers (20) on a fly ball to center field.   Nick Castellanos scores.    Austin Hays scores.,R,L,R,PHI,CLE,S,,,1,0,2024,-1.41,0.01,0.06,2.72,592206.0,,669720.0,2,4,Bot,,,,,595978,,,10.08848705217601,-122.9551750352958,1.82428764061586,-16.398770099494666,26.082415626775997,-32.69043980039103,3.38,1.59,,,,84.4,1700.0,6.4,745553,680704,595978,678877,665926,608070,682177,680757,682657,686823,54.09,,,,,,,,33,2,Split-Finger,4,0,4,0,0,4,4,0,Infield shade,Strategic,270.0,0.0,-0.078,,
FF,2024-07-27,92.4,-1.24,6.12,"Schwarber, Kyle",656941,471911,,ball,,,,,11.0,Kyle Schwarber pops out to third baseman José Ramírez in foul territory.,R,L,R,PHI,CLE,B,,,0,1,2024,-0.64,0.9,-1.7,2.73,,,,0,1,Bot,,,,,595978,,,0.2278271611425362,-134.65498754000208,-4.863736462096887,-7.813671392703458,27.377307718954565,-20.342884744164213,3.51,1.62,,,,93.0,2131.0,6.4,745553,471911,595978,678877,665926,608070,682177,680757,682657,686823,54.1,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Strategic,226.0,0.0,0.023,,
FS,2024-07-27,83.9,-2.91,4.78,"Schwarber, Kyle",656941,680704,,ball,,,,,11.0,Kyle Schwarber homers (20) on a fly ball to center field.   Nick Castellanos scores.    Austin Hays scores.,R,L,R,PHI,CLE,B,,,0,0,2024,-1.38,0.03,-2.32,2.77,592206.0,,669720.0,2,4,Bot,,,,,595978,,,4.097703341481153,-122.12053802449682,1.7424158464044632,-14.56814278622874,26.29772672803123,-32.512405496649954,3.51,1.69,,,,83.5,1587.0,6.3,745553,680704,595978,678877,665926,608070,682177,680757,682657,686823,54.25,,,,,,,,33,1,Split-Finger,4,0,4,0,0,4,4,0,Infield shade,Strategic,259.0,0.0,0.051,,
FF,2024-07-27,91.4,-1.46,5.98,"Schwarber, Kyle",656941,471911,,called_strike,,,,,4.0,Kyle Schwarber pops out to third baseman José Ramírez in foul territory.,R,L,R,PHI,CLE,S,,,0,0,2024,-0.36,0.89,-0.66,2.62,,,,0,1,Bot,,,,,595978,,,2.796715762725796,-133.0872510681349,-4.563942541673983,-4.81632445165798,26.413510573529624,-20.84421896868957,3.51,1.62,,,,92.0,2151.0,6.5,745553,471911,595978,678877,665926,608070,682177,680757,682657,686823,54.04,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Strategic,221.0,0.0,-0.033,,
CU,2024-07-26,77.5,-1.65,5.3,"Schwarber, Kyle",656941,594902,walk,ball,,,,,11.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,3,0,2024,0.92,0.14,-0.76,3.59,,,,1,5,Bot,,,,,666310,,,0.2243553315033195,-112.7666759108984,3.066488808157761,7.799218619246631,20.810368900827065,-31.729147472997607,3.29,1.53,,,,78.2,1964.0,6.8,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.68,,0.689131,0.7,1.0,0.0,0.0,,43,4,Curveball,1,3,1,3,3,1,1,3,Infield shade,Standard,85.0,0.036,0.111,,
FF,2024-07-26,90.3,-1.38,5.4,"Schwarber, Kyle",656941,594902,,ball,,,,,13.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,2,0,2024,-0.91,1.13,-1.27,2.18,,,,1,5,Bot,,,,,666310,,,2.2477756076736446,-131.41855995067357,-4.511466470072168,-11.05936037586731,28.05054761837857,-18.358361141537397,3.27,1.55,,,,91.4,1986.0,7.0,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.51,,,,,,,,43,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,219.0,0.0,0.087,,
FF,2024-07-26,91.8,-1.41,5.41,"Schwarber, Kyle",656941,594902,,ball,,,,,14.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,1,0,2024,-0.88,1.34,1.27,0.63,,,,1,5,Bot,,,,,666310,,,8.786895272530481,-133.19371688777434,-9.20098527482854,-12.413596332279464,29.12037593143494,-14.30698630685566,3.36,1.56,,,,92.6,2165.0,7.0,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.53,,,,,,,,43,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,219.0,0.0,0.046,,
CU,2024-07-26,76.4,-1.3,5.46,"Schwarber, Kyle",656941,594902,,ball,,,,,14.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,0,0,2024,0.38,-0.43,0.68,1.0,,,,1,5,Bot,,,,,666310,,,3.5179455923170777,-111.33075278024224,-1.6087226862773083,2.550545158237775,19.88788358827312,-35.6872145083041,3.35,1.56,,,,77.3,1980.0,6.8,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.68,,,,,,,,43,1,Curveball,1,3,1,3,3,1,1,3,Infield shade,Standard,60.0,0.0,0.024,,
FF,2024-07-26,91.1,-1.47,5.42,"Schwarber, Kyle",656941,594902,field_out,hit_into_play,,,,,11.0,"Kyle Schwarber grounds out, second baseman Andrés Giménez to first baseman Jhonkensy Noel.   Johan Rojas to 2nd.",R,L,R,PHI,CLE,X,4.0,ground_ball,1,2,2024,-0.8,1.16,-1.32,3.19,,,679032.0,0,3,Bot,140.98,155.26,,,666310,,,2.0923223891243827,-132.76237205292222,-2.271629917031532,-9.912062139136768,25.145666585610517,-18.125411689096712,3.33,1.53,5.0,75.9,-34.0,92.7,2036.0,6.9,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.63,0.051,0.046,0.0,1.0,0.0,0.0,2.0,24,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,219.0,-0.021,-0.443,74.47234,7.63662
SI,2024-07-26,92.1,-1.38,5.27,"Schwarber, Kyle",656941,594902,,ball,,,,,14.0,"Kyle Schwarber grounds out, second baseman Andrés Giménez to first baseman Jhonkensy Noel.   Johan Rojas to 2nd.",R,L,R,PHI,CLE,B,,,0,2,2024,-1.09,0.8,1.19,2.3,,,679032.0,0,3,Bot,,,,,666310,,,9.03376668472388,-134.03797496726716,-3.5912637388376205,-14.927154184191096,23.48362018049101,-21.954252352017065,3.36,1.63,,,,94.2,1876.0,7.1,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.39,,,,,,,,24,3,Sinker,0,1,0,1,1,0,0,1,Infield shade,Strategic,224.0,0.0,0.05,,
FF,2024-07-26,90.0,-1.35,5.45,"Schwarber, Kyle",656941,594902,,foul,,,,,4.0,"Kyle Schwarber grounds out, second baseman Andrés Giménez to first baseman Jhonkensy Noel.   Johan Rojas to 2nd.",R,L,R,PHI,CLE,S,,,0,1,2024,-0.73,1.26,-0.5,2.12,,,679032.0,0,3,Bot,,,,,666310,,,3.699101388595694,-131.09207937471723,-5.061221596331866,-9.141035342518109,26.508164583885623,-16.77039737250559,3.33,1.53,298.0,89.3,41.0,91.1,2053.0,6.8,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.71,,,,,,,,24,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,214.0,0.0,-0.073,72.90086,6.87544
FF,2024-07-26,89.2,-1.5,5.41,"Schwarber, Kyle",656941,594902,,called_strike,,,,,13.0,"Kyle Schwarber grounds out, second baseman Andrés Giménez to first baseman Jhonkensy Noel.   Johan Rojas to 2nd.",R,L,R,PHI,CLE,S,,,0,0,2024,-0.75,1.17,-1.02,2.16,,,679032.0,0,3,Bot,,,,,666310,,,2.781795121495378,-129.9861079605083,-4.545990040733557,-9.084869578187078,24.3567536472094,-18.100065361650227,3.41,1.6,,,,90.5,2023.0,6.7,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.76,,,,,,,,24,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,213.0,0.0,-0.063,,
FF,2024-07-26,96.8,-2.44,6.01,"Schwarber, Kyle",656941,671922,single,hit_into_play,,,,,13.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,X,7.0,line_drive,3,2,2024,-0.71,1.35,-1.07,2.35,,,681082.0,2,7,Bot,124.22,98.76,,,666310,,,5.363074545863984,-140.61321577778963,-7.299819766748375,-10.740930089678974,35.32498547507732,-12.793720198077043,3.33,1.53,211.0,89.6,14.0,97.6,2299.0,7.1,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.43,0.969,0.908,0.9,1.0,1.0,0.0,4.0,61,7,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,223.0,0.042,0.261,79.50894,7.30763
FF,2024-07-26,96.8,-2.51,6.15,"Schwarber, Kyle",656941,671922,,ball,,,,,11.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,B,,,2,2,2024,-0.6,1.36,-0.84,4.48,,,681082.0,2,7,Bot,,,,,666310,,,5.932398377943443,-140.7920694590859,-1.9688760331939457,-9.42513261523158,34.290488515363435,-13.989755021087658,3.28,1.51,,,,98.0,2325.0,7.2,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.35,,,,,,,,61,6,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,216.0,0.0,0.072,,
FS,2024-07-26,87.2,-2.84,5.91,"Schwarber, Kyle",656941,671922,,ball,,,,,13.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,B,,,1,2,2024,-0.75,-0.03,-1.38,2.4,,,681082.0,2,7,Bot,,,,,666310,,,5.131530273095181,-126.8183162683137,-2.189131023255273,-9.159628081522271,28.47605676866836,-32.213680795807534,3.26,1.54,,,,88.3,653.0,7.2,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.27,,,,,,,,61,5,Split-Finger,1,3,1,3,3,1,1,3,Infield shade,Standard,265.0,0.0,0.032,,
FF,2024-07-26,96.8,-2.48,6.12,"Schwarber, Kyle",656941,671922,,foul,,,,,6.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,S,,,1,2,2024,-0.87,1.27,0.37,2.61,,,681082.0,2,7,Bot,,,,,666310,,,9.734188587547491,-140.4807147351999,-6.787510724256284,-13.719231110647312,31.548029068405327,-13.988887747634536,3.33,1.53,213.0,74.3,52.0,98.1,2402.0,7.1,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.35,,,,,,,,61,4,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,219.0,0.0,0.0,78.91663,7.53877
FF,2024-07-26,96.5,-2.46,6.11,"Schwarber, Kyle",656941,671922,,swinging_strike,,,,,4.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,S,,,1,1,2024,-0.77,1.32,-0.67,2.75,,,681082.0,2,7,Bot,,,,,666310,,,6.629633717703723,-140.35250890772792,-6.463453807623198,-11.752329288175169,32.07976190165886,-13.399687621202215,3.33,1.53,,,,97.9,2339.0,7.1,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.39,,,,,,,,61,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,221.0,0.0,-0.051,77.5606,6.70999
FF,2024-07-26,96.3,-2.55,6.08,"Schwarber, Kyle",656941,671922,,swinging_strike,,,,,7.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,S,,,1,0,2024,-0.7,1.36,-0.44,1.96,,,681082.0,2,7,Bot,,,,,666310,,,7.29662940506507,-139.81984619621002,-8.555030746886434,-10.876566956950114,31.40430013809851,-12.52191355649476,3.33,1.53,,,,97.5,2307.0,7.1,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.41,,,,,,,,61,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,220.0,0.0,-0.04,79.55629,7.3485
FF,2024-07-26,95.3,-2.71,6.1,"Schwarber, Kyle",656941,671922,,ball,,,,,11.0,Kyle Schwarber singles on a line drive to left fielder Steven Kwan.   Bryson Stott to 3rd.,R,L,R,PHI,CLE,B,,,0,0,2024,-0.79,1.26,-1.41,2.95,,,681082.0,2,7,Bot,,,,,666310,,,5.259234428787777,-138.7136970899677,-5.531815557877691,-11.418791362419778,31.048408510045547,-14.84541572736753,3.41,1.57,,,,96.5,2319.0,6.9,745554,671922,666310,678877,665926,608070,677587,680757,671289,682657,53.55,,,,,,,,61,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Strategic,218.0,0.0,0.028,,
FF,2024-07-26,90.9,-1.33,5.42,"Schwarber, Kyle",656941,594902,walk,ball,,,,,13.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,3,2,2024,-1.05,1.14,-0.59,0.63,,,,0,1,Bot,,,,,666310,,,4.175363548795679,-132.1588013586709,-8.681672487400983,-13.177326079097254,26.79116826333915,-17.19533249752327,3.35,1.61,,,,92.4,2044.0,7.1,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.35,,0.689131,0.7,1.0,0.0,0.0,,6,7,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,217.0,0.038,0.333,,
CU,2024-07-26,76.2,-1.23,5.59,"Schwarber, Kyle",656941,594902,,ball,,,,,11.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,2,2,2024,0.56,-0.08,-0.56,3.43,,,,0,1,Bot,,,,,666310,,,0.4080182496681719,-110.9924575383655,2.651898984834193,4.561545595221024,19.12505995577912,-33.50833005158554,3.28,1.52,,,,77.0,1920.0,6.7,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.81,,,,,,,,6,6,Curveball,0,1,0,1,1,0,0,1,Infield shade,Strategic,63.0,0.0,0.096,,
FF,2024-07-26,90.6,-1.36,5.55,"Schwarber, Kyle",656941,594902,,foul,,,,,13.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,S,,,2,2,2024,-0.59,1.19,-1.22,1.35,,,,0,1,Bot,,,,,666310,,,1.6291642165649678,-131.79527659441263,-7.191278751494515,-7.195043327613445,27.09422301761045,-16.97800253367251,3.33,1.53,1.0,59.4,-62.0,91.5,1859.0,6.8,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.73,,,,,,,,6,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,214.0,0.0,0.0,72.6353,8.04125
CH,2024-07-26,83.8,-1.42,5.5,"Schwarber, Kyle",656941,594902,,ball,,,,,11.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,1,2,2024,-1.23,0.64,-1.82,3.49,,,,0,1,Bot,,,,,666310,,,1.5290101796375974,-122.0358210330233,0.4759818512005087,-12.590277323920755,22.93883701372645,-26.01244690771026,3.37,1.59,,,,85.1,1753.0,7.0,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.51,,,,,,,,6,4,Changeup,0,1,0,1,1,0,0,1,Infield shade,Strategic,240.0,0.0,0.036,,
CH,2024-07-26,83.8,-1.3,5.33,"Schwarber, Kyle",656941,594902,,ball,,,,,13.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,B,,,0,2,2024,-1.15,0.94,-0.47,0.5,,,,0,1,Bot,,,,,666310,,,4.289544359879119,-121.97071897540786,-6.790525151425918,-12.302384445732802,21.964462186185404,-21.70041280395964,3.33,1.55,,,,86.0,1878.0,7.5,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.0,,,,,,,,6,3,Changeup,0,1,0,1,1,0,0,1,Infield shade,Strategic,236.0,0.0,0.021,,
FF,2024-07-26,90.2,-1.46,5.57,"Schwarber, Kyle",656941,594902,,called_strike,,,,,4.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,S,,,0,1,2024,-0.75,1.35,-0.37,2.26,,,,0,1,Bot,,,,,666310,,,4.388441123736055,-131.28858633530382,-5.279189197255552,-9.602396490686576,24.492064630062977,-15.640693629882614,3.35,1.62,,,,91.9,2030.0,7.0,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.49,,,,,,,,6,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,214.0,0.0,-0.049,,
FF,2024-07-26,89.1,-1.34,5.58,"Schwarber, Kyle",656941,594902,,called_strike,,,,,7.0,Kyle Schwarber walks.,R,L,R,PHI,CLE,S,,,0,0,2024,-0.73,1.34,-0.51,1.67,,,,0,1,Bot,,,,,666310,,,3.589867409616449,-129.68580209768882,-6.479489711421831,-8.92560130022452,25.161956303935906,-15.937924332448151,3.41,1.63,,,,90.4,1980.0,6.9,745554,594902,666310,678877,665926,608070,677587,680757,671289,682657,53.59,,,,,,,,6,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Strategic,215.0,0.0,-0.033,,
FF,2024-07-24,94.3,-1.69,6.21,"Schwarber, Kyle",656941,701581,strikeout,swinging_strike,,,,,14.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,S,2.0,,3,2,2024,-0.08,1.63,0.44,1.2,,,,0,5,Top,,,,,680777,,,5.802604482400555,-136.83486156359692,-11.02771014035935,-2.390268159007844,31.921724758203343,-9.33265994181794,3.33,1.53,,,,95.1,2339.0,7.1,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.44,,0.0,0.0,1.0,0.0,0.0,,35,6,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,198.0,0.032,-0.3,78.43806,8.00548
CH,2024-07-24,88.2,-2.19,6.12,"Schwarber, Kyle",656941,701581,,ball,,,,,14.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,B,,,2,2,2024,-1.23,0.72,0.87,1.1,,,,0,5,Top,,,,,680777,,,10.062300491610795,-127.94262510202064,-7.666693091748858,-15.541845600897451,24.98645712915528,-22.86341977481192,3.33,1.37,,,,88.8,1878.0,6.7,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.78,,,,,,,,35,5,Changeup,1,0,0,1,0,1,0,1,Infield shade,Standard,220.0,0.0,0.096,,
FF,2024-07-24,94.5,-1.83,6.24,"Schwarber, Kyle",656941,701581,,called_strike,,,,,6.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,S,,,2,1,2024,0.06,1.58,0.66,2.11,,,,0,5,Top,,,,,680777,,,6.399945661603601,-137.2222845736805,-8.622667332417143,-0.7914081650846825,32.72770189257915,-10.439730282607057,3.36,1.43,,,,95.1,2388.0,6.9,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.57,,,,,,,,35,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,197.0,0.0,-0.061,,
SL,2024-07-24,84.0,-2.31,6.04,"Schwarber, Kyle",656941,701581,,called_strike,,,,,5.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,S,,,2,0,2024,0.3,-0.12,0.21,2.43,,,,0,5,Top,,,,,680777,,,5.268138168490774,-122.24660316882034,-1.7043271572757934,1.956552916102857,24.914939910266348,-33.20553967153382,3.41,1.49,,,,84.7,2492.0,6.8,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.72,,,,,,,,35,3,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,70.0,0.0,-0.058,,
SL,2024-07-24,84.5,-2.15,6.14,"Schwarber, Kyle",656941,701581,,ball,,,,,12.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,B,,,1,0,2024,0.26,0.01,1.31,2.44,,,,0,5,Top,,,,,680777,,,7.587095276968405,-122.76672127272327,-2.2284226103003983,0.9933907795395585,26.26630267200809,-31.805156441736795,3.27,1.37,,,,84.8,2538.0,6.8,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.74,,,,,,,,35,2,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,55.0,0.0,0.061,,
CH,2024-07-24,86.6,-2.16,6.14,"Schwarber, Kyle",656941,701581,,ball,,,,,13.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,B,,,0,0,2024,-1.14,0.5,-0.22,0.78,,,,0,5,Top,,,,,680777,,,7.021984823992778,-125.8603594908477,-7.691848073965549,-13.552029368611072,23.969706649865167,-25.518831032813896,3.38,1.43,,,,87.4,1787.0,6.7,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.77,,,,,,,,35,1,Changeup,1,0,0,1,0,1,0,1,Infield shade,Standard,223.0,0.0,0.034,,
CH,2024-07-24,90.4,-2.49,6.12,"Schwarber, Kyle",656941,701581,strikeout,swinging_strike,,,,,13.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,S,2.0,,1,2,2024,-1.31,0.84,-0.79,0.85,592206.0,596117.0,679032.0,1,2,Top,,,,,680777,,,7.069210902217118,-131.20155598459624,-8.970284730441438,-16.652108312431384,29.365659950652997,-20.704031006450943,3.33,1.53,,,,90.6,2030.0,6.7,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.84,,0.0,0.0,1.0,0.0,0.0,,14,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,224.0,0.077,-0.493,49.86892,8.09813
CH,2024-07-24,88.7,-2.7,6.03,"Schwarber, Kyle",656941,701581,,foul,,,,,8.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,S,,,1,1,2024,-1.02,0.96,-0.27,1.55,592206.0,596117.0,679032.0,1,2,Top,,,,,680777,,,8.13052285821286,-128.7847061010133,-6.924542868282221,-13.01306453771134,26.49043252272783,-20.175835045991352,3.33,1.53,231.0,80.5,49.0,89.3,1793.0,6.8,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.73,,,,,,,,14,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.0,-0.191,75.79333,7.5445
FF,2024-07-24,96.5,-1.94,6.39,"Schwarber, Kyle",656941,701581,,ball,,,,,12.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,B,,,0,1,2024,-0.13,1.73,1.35,2.72,592206.0,596117.0,679032.0,1,2,Top,,,,,680777,,,9.145862046239966,-140.1274248792772,-8.192033020386168,-3.793832793776456,31.98534870653402,-7.671195076412496,3.28,1.47,,,,97.4,2467.0,7.0,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.54,,,,,,,,14,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,198.0,0.0,0.049,,
SL,2024-07-24,85.3,-2.44,6.19,"Schwarber, Kyle",656941,701581,,called_strike,,,,,9.0,Kyle Schwarber strikes out swinging.,R,L,R,MIN,PHI,S,,,0,0,2024,0.24,0.0,0.34,1.36,592206.0,596117.0,679032.0,1,2,Top,,,,,680777,,,6.091664669064903,-124.00859412227496,-5.041175969717249,1.251748277102417,25.35619761419769,-31.391680054954268,3.25,1.35,,,,85.8,2534.0,6.7,745877,701581,680777,467793,666397,650489,686797,663616,621439,596146,53.77,,,,,,,,14,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,50.0,0.0,-0.113,,
ST,2024-07-24,82.9,0.34,6.06,"Schwarber, Kyle",656941,573204,single,hit_into_play,,,,,7.0,Kyle Schwarber singles on a sharp line drive to center fielder Byron Buxton.   Nick Castellanos scores.    Garrett Stubbs scores.,R,L,L,MIN,PHI,X,8.0,line_drive,1,1,2024,-1.13,-0.22,-0.58,1.62,592206.0,596117.0,,2,6,Top,130.7,76.06,,,680777,,,0.0872205773246281,-120.69271359394862,-3.183648517504837,-10.930801582230783,26.035233561406287,-33.818169315559146,3.33,1.53,259.0,105.5,13.0,82.5,2567.0,6.2,745877,573204,680777,467793,666397,650489,686797,663616,621439,596146,54.29,0.869,0.832,0.9,1.0,1.0,0.0,4.0,48,3,Sweeper,1,1,1,1,3,1,3,1,Standard,Standard,304.0,-0.257,1.46,77.51255,7.91511
ST,2024-07-24,82.3,0.29,6.07,"Schwarber, Kyle",656941,573204,,called_strike,,,,,7.0,Kyle Schwarber singles on a sharp line drive to center fielder Byron Buxton.   Nick Castellanos scores.    Garrett Stubbs scores.,R,L,L,MIN,PHI,S,,,1,0,2024,-1.48,-0.23,-0.78,1.7,592206.0,596117.0,,2,6,Top,,,,,680777,,,0.4646153742292327,-119.76696318389668,-2.7848688195235267,-14.135313017008745,28.1451264503407,-33.92939069439581,3.32,1.45,,,,81.5,2529.0,6.2,745877,573204,680777,467793,666397,650489,686797,663616,621439,596146,54.26,,,,,,,,48,2,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,300.0,0.0,-0.059,,
ST,2024-07-24,82.3,0.38,6.01,"Schwarber, Kyle",656941,573204,,ball,,,,,13.0,Kyle Schwarber singles on a sharp line drive to center fielder Byron Buxton.   Nick Castellanos scores.    Garrett Stubbs scores.,R,L,L,MIN,PHI,B,,,0,0,2024,-1.39,-0.29,-0.96,1.69,592206.0,596117.0,,2,6,Top,,,,,680777,,,-0.3375120454082959,-119.80666328720037,-2.6722428654844093,-13.228532364346504,24.83028605591545,-34.67385640986687,3.29,1.42,,,,82.2,2572.0,6.4,745877,573204,680777,467793,666397,650489,686797,663616,621439,596146,54.13,,,,,,,,48,1,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,306.0,0.0,0.04,,
